ICO	ROK_UZ	stari	zamestnanci	zamereni	ROA	PROA	ROE	2h_vyuz	2h_spok
27511022	2008	3	3	1	-4.79239124816316E-03	-2.66535226660169E-02	1.44845945710046E-02	0	0
47912430	2010	1	3	1	0.108453434194836	8.42925693866763E-02	0.432689945604492	2	0
47912430	2008	1	3	1	4.61617125565588E-02	4.14827287533803E-02	0.186831137639953	2	0
47912430	2009	1	3	1	-1.28616507116514E-02	8.10377195201513E-02	-0.551531029965613	2	0
16193202	2008	1	3	3	0.169733510619329	0.166429775896237	0.150178474221171	2	3
16193202	2010	1	3	3	-1.57208539849643E-03	-2.1356027714809E-03	-3.97932718702081E-03	2	3
16193202	2009	1	3	3	-1.51178877163722E-02	-0.015175998148622	-1.60533658063192E-02	2	3
45193681	2008	2	4	1	8.96960792355776E-02	9.80739174905249E-02	9.37370157708496E-02	3	4
45193681	2009	2	4	1	0.104865643685613	0.114886535552194	9.98923092701938E-02	3	4
45193681	2010	2	4	1	-1.48584654575144E-02	-0.01568870136246	-1.84313223091629E-02	3	4
42324254	2008	2	4	2	0.133197353825084	0.155834129439099	0.142814497628269	3	3
42324254	2009	2	4	2	0.153732356155617	0.184227164448127	0.15727286289721	3	3
42324254	2010	2	4	2	0.163683297046917	0.202768594948542	0.171242537523952	3	3
00351504	2008	1	3	3	3.34111248655559E-02	0.013608783002212	0.112808052759459	0	0
00351504	2009	1	3	3	5.09590143516833E-02	-2.91297016612696E-02	0.124905811434492	0	0
00351504	2010	1	3	3	2.33615525343473E-03	8.70789539763963E-03	6.42789286022726E-03	0	0
62362208	2009	2	4	1	1.17218960749115E-02	1.32065401969822E-02	3.37940461725395E-02	0	0
62362208	2008	2	4	1	2.45470721449369E-02	4.79052086703332E-02	4.43138790964878E-02	0	0
62362208	2010	2	4	1	0.107763521922481	0.143165396771392	0.177787694755428	0	0
49244809	2008	2	4	3	0.110894954332405	0.157739015505362	0.382729307622097	3	4
49244809	2009	2	4	3	5.81275970900406E-02	8.25707078707822E-02	0.157919378912302	3	4
49244809	2010	2	4	3	3.24991789688115E-02	4.71555016417293E-02	9.01232675432857E-02	3	4
45310556	2009	2	3	3	1.23047054851285E-02	4.79066269682925E-02	1.74925235794801E-02	3	4
45310556	2010	2	3	3	2.93279698992912E-02	2.61178535190314E-02	5.62866132424774E-02	3	4
45310556	2008	2	3	3	2.99243339885885E-02	7.62452509201698E-02	4.10456252133349E-02	3	4
25327933	2009	2	3	1	-2.83256236219792E-02	6.01789805888202E-03	-0.122503328894807	0	0
25327933	2010	2	3	1	5.85440591484756E-02	9.29606567055086E-02	0.193233103524656	0	0
25327933	2008	2	3	1	5.32687651331719E-02	0.1085300645682	0.145451033417037	0	0
25510487	2009	2	3	1	2.34779015089745E-02	4.85306765254493E-02	0.023750145369497	3	4
25510487	2008	2	3	1	0.038564823695159	7.75132782580513E-02	0.112089283238597	3	4
25510487	2010	2	3	1	6.59890132046267E-02	8.98144155936809E-02	0.146851412872063	3	4
46900918	2008	2	4	1	7.80387314847653E-02	0.104462483526203	0.106610805055322	0	0
46900918	2009	2	4	1	0.122362410911942	0.153609633852771	0.160832575542464	0	0
46900918	2010	2	4	1	7.82368996584836E-02	9.80227690531491E-02	8.81741222847798E-02	0	0
26272857	2010	2	4	1	1.41394524795148E-03	1.52893477112826E-02	-8.11655371129419E-05	0	0
26272857	2009	2	4	1	0.11170001868503	0.136601238680746	0.205291075307948	0	0
26272857	2008	2	4	1	0.061375645137365	9.46440171661526E-02	0.115062734529136	0	0
25782983	2008	2	4	1	0.121828145597182	0.213166954245751	8.06494692639531E-02	3	2
25782983	2009	2	4	1	4.79294235264672E-02	6.75068096620163E-02	7.82363794431638E-02	3	2
25782983	2010	2	4	1	0.114273159804575	0.169613647950369	0.173652105212044	3	2
48244694	2010	2	2	2	4.28186541792289E-03	3.57944704599397E-02	9.43743670011969E-03	0	0
48244694	2009	2	2	2	4.64968345803168E-02	4.84354648168903E-02	0.23505010487066	0	0
48244694	2008	2	2	2	0.040726869859467	6.89900169795643E-02	0.156676557863501	0	0
64507939	2008	2	3	1	4.31788686159249E-02	0.066081380258035	0.120023098899763	0	0
64507939	2009	2	3	1	3.46681354144041E-02	5.54503987339808E-02	8.75516456336603E-02	0	0
64507939	2010	2	3	1	3.37879751556697E-02	5.63394658940111E-02	8.56798632708526E-02	0	0
13694341	2008	2	4	2	0.031030277036898	3.94817788261784E-02	0.153985794212504	0	0
13694341	2010	2	4	2	0.047763871684251	5.36630593461595E-02	0.173317917693354	0	0
13694341	2009	2	4	2	1.04219647537559E-02	1.08014138181949E-02	-2.09387092673669E-02	0	0
25397249	2008	2	3	2	-0.131804354309574	-0.11611094542201	-0.223486716605406	3	4
25397249	2009	2	3	2	0.061989207586037	7.04753588141779E-02	9.51726153132171E-02	3	4
25397249	2010	2	3	2	0.06417186938013	7.41084705364476E-02	9.48669925719002E-02	3	4
25532073	2008	2	4	1	2.15918725375438E-03	1.88195465120031E-02	1.37223827724434E-02	0	0
25532073	2010	2	4	1	2.19282989149944E-03	1.55835626807067E-02	7.66298428504746E-03	0	0
25532073	2009	2	4	1	8.89460776722538E-03	0.024389076441819	0.030957234134295	0	0
25837982	2010	2	3	1	-5.55875083552253E-02	-3.32499106185198E-02	-0.265577422948385	0	0
25837982	2009	2	3	1	6.41323223465896E-03	3.78776155843263E-02	1.90716507247227E-02	0	0
25837982	2008	2	3	1	4.26701172172325E-02	8.88871974425331E-02	0.133046461592138	0	0
14616807	2010	2	3	1	4.54196847038773E-02	3.26885385598637E-02	0.110100464513341	0	0
14616807	2009	2	3	1	6.66047522254153E-02	5.90260741571459E-02	0.18984251007203	0	0
14616807	2008	2	3	1	0.120887111434285	0.161269379593321	0.247829374494824	0	0
60794062	2010	2	3	1	0.157059620918452	0.201008347404219	0.230281601740659	0	0
60794062	2008	2	3	1	5.26368400759707E-02	8.02785592223952E-02	0.101213685540118	0	0
60794062	2009	2	3	1	9.41422811538781E-02	0.147523692742539	0.151784741943321	0	0
44117353	2009	2	3	1	-7.80771262546223E-03	2.96249339672478E-02	-2.41225869048814E-02	0	0
44117353	2008	2	3	1	1.28514938488576E-02	4.69723598018853E-02	2.61413081013882E-02	0	0
44117353	2010	2	3	1	-2.64226359524561E-02	8.29914799621332E-03	-8.93450706797677E-02	0	0
26034441	2010	2	4	1	0.178883505894232	0.177213104590504	0.199346605209392	3	2
26034441	2008	2	4	1	8.51147787011441E-02	9.47360930822275E-02	8.75116835028939E-02	3	2
26034441	2009	2	4	1	0.135645753818216	0.120386798619541	0.144064523889413	3	2
25521446	2009	2	3	1	1.85933863850722E-02	3.10869287024442E-02	2.61462835833545E-02	0	0
25521446	2010	2	3	1	8.46071160567608E-03	1.88751952081883E-02	6.0487518089725E-03	0	0
25521446	2008	2	3	1	3.05195906598066E-02	4.16803301860123E-02	3.00213332743813E-02	0	0
47678186	2008	2	4	1	2.96182347302502E-03	7.00964888615922E-02	2.98784257160519E-04	0	0
47678186	2009	2	4	1	5.57395173299194E-02	8.90741110865028E-02	0.102782509937535	0	0
47678186	2010	2	4	1	3.65396696469931E-02	6.97827894078902E-02	7.28479601647487E-02	0	0
25519671	2008	1	4	1	2.44346320128484E-02	3.40709430417699E-02	2.46554734721289E-02	0	0
25519671	2009	1	4	1	-0.1077972103261	-0.104600808670479	-0.137002004548547	0	0
25519671	2010	1	4	1	-1.47300332569384E-03	-3.2433520432203E-03	-4.74343204970511E-03	0	0
26271427	2010	2	3	3	3.51716452393248E-02	0.041053518523552	6.38394442909579E-02	0	0
26271427	2009	2	3	3	5.66376115188194E-02	7.89669955534806E-02	7.82162355867535E-02	0	0
26271427	2008	2	3	3	7.28276295405549E-02	0.100582837704616	0.1074587166131	0	0
64089266	2010	2	2	3	9.66720289563644E-02	0.096705543266975	0.210101991257892	0	0
64089266	2009	2	2	3	0.155247440273038	0.189227815699659	0.367898584747468	0	0
64089266	2008	2	2	3	4.90833303896287E-02	6.28422056589777E-02	0.248711178171759	0	0
43962394	2010	2	4	1	1.5841046414266E-03	2.66205013314022E-02	3.20253257748656E-03	2	5
43962394	2009	2	4	1	5.22707513422752E-02	9.47457143426004E-02	0.210552233556103	2	5
43962394	2008	2	4	1	1.46054686303928E-02	5.47230472457822E-02	9.42270330280322E-02	2	5
25352628	2008	2	4	1	0.11102491064743	0.148329126236076	0.128298374084647	0	0
25352628	2009	2	4	1	4.79458342053762E-02	6.86472136853816E-02	5.12097372717827E-02	0	0
25352628	2010	2	4	1	2.66582695549659E-02	4.60548295552731E-02	2.65263601201361E-02	0	0
49901982	2008	2	4	4	0.096405479116232	9.80027579444121E-02	0.12782853142334	0	0
49901982	2009	2	4	4	0.105770189017706	0.118463076769757	0.141214631057903	0	0
49901982	2010	2	4	4	7.98772675163531E-02	7.56224964596399E-02	0.107339946648883	0	0
26168685	2008	2	4	2	0.333189003897713	0.41216476146355	0.644218198391978	0	0
26168685	2009	2	4	2	0.333114222893653	0.413077705823486	0.391664666614175	0	0
26168685	2010	2	4	2	0.475693387976279	0.583462896980979	0.671881182420523	0	0
61500780	2008	2	4	2	0.062590889682358	0.105645525597629	9.63558722590448E-02	3	0
61500780	2010	2	4	2	4.66084355200587E-02	8.58862376000113E-02	0.145851103878466	3	0
61500780	2009	2	4	2	-6.74675379844522E-02	-5.93821242973053E-02	-0.161378348770043	3	0
26841088	2009	2	4	1	8.26041845913464E-03	2.11371453091612E-02	5.39733499185903E-02	2	4
26841088	2010	2	4	1	0.231736640628049	0.240201120703512	0.385282457743885	2	4
26841088	2008	2	4	1	9.66066034576654E-02	0.112597375800401	0.240069420966033	2	4
00268577	2009	2	4	2	7.79691983068075E-02	0.104378264307022	0.207907443866458	1	5
00268577	2008	2	4	2	0.149749939666564	0.155985100346382	0.220589284853161	1	5
00268577	2010	2	4	2	0.161703030198334	0.169011605811255	0.306079883023755	1	5
00008702	2008	1	4	1	-0.109888568803837	0.044167824512392	-0.352758813536072	0	0
00008702	2009	1	4	1	7.26707663823316E-02	5.16541062318118E-02	0.146588356031398	0	0
00008702	2010	1	4	1	0.161144617616074	5.38932025366355E-02	0.232921734053362	0	0
42339839	2008	2	3	1	4.10235570885465E-02	6.89552187653765E-02	5.72882984423791E-02	0	0
42339839	2010	2	3	1	5.18441039908465E-02	7.88957410263694E-02	6.03345617225342E-02	0	0
42339839	2009	2	3	1	6.23976068517866E-02	9.29911241990004E-02	8.05119357022736E-02	0	0
70994234	2008	2	4	2	1.10455920959575E-02	2.90333909676896E-02	0.011970286437865	0	0
70994234	2009	2	4	2	-1.74133844256313E-02	4.01952562364252E-03	-5.23574466136136E-02	0	0
70994234	2010	2	4	2	-1.64561096171069E-02	-1.44239375790733E-02	-2.01920632190529E-02	0	0
49354469	2010	2	3	2	5.49360635273631E-02	6.98711829558686E-02	0.159570636121317	0	4
49354469	2009	2	3	2	5.10883809491037E-02	2.45978969342957E-02	6.12221528211534E-02	0	4
49354469	2008	2	3	2	0.111674881218389	0.14305419990804	0.134641091961382	0	4
46978208	2009	2	2	1	0.189627067867921	0.252538714011939	0.276716481722603	3	4
46978208	2010	2	2	1	3.64946754696121E-02	5.59571117160529E-02	7.05985210010564E-02	3	4
46978208	2008	2	2	1	0.176909210095051	0.237299246148804	0.334665538667989	3	4
63485826	2010	2	3	3	3.78955617742554E-02	5.46149053325112E-02	8.85601511933234E-02	0	0
63485826	2009	2	3	3	4.45816670166634E-02	6.94120207790774E-02	0.072598538302176	0	0
63485826	2008	2	3	3	3.24114228878107E-02	5.97149902460829E-02	0.067624647481833	0	0
25548832	2009	2	3	3	0.204975394034208	0.234365818956756	0.208770167974138	0	0
25548832	2010	2	3	3	0.222327836890694	0.271582627522348	0.216407196674991	0	0
25548832	2008	2	3	3	0.230337622681564	0.278033774844431	0.234113339812434	0	0
49971034	2010	2	4	1	0.191305469556244	0.163805924846719	0.356246069932244	0	0
49971034	2009	2	4	1	4.74073893169542E-02	7.38199032070303E-02	0.127827470778686	0	0
49971034	2008	2	4	1	-0.183985369573365	-0.147102348364417	-2.62574933136586	0	0
46975764	2009	2	3	2	2.75833893435601E-02	4.34243993726855E-02	3.55033795802206E-02	0	0
46975764	2008	2	3	2	3.49145600429718E-02	3.60671881469545E-02	7.47117601844735E-02	0	0
46975764	2010	2	3	2	1.87821055083551E-02	2.85409540623046E-02	3.45549031517851E-02	0	0
46969829	2009	2	2	3	3.66915541637228E-02	5.26838396761443E-02	6.35368244806239E-02	0	0
46969829	2010	2	2	3	4.15961885430762E-02	6.07732859720343E-02	8.91565779666821E-02	0	0
46969829	2008	2	2	3	1.95567144719687E-02	3.25945241199479E-02	2.00270507557602E-02	0	0
27327850	2009	2	4	1	7.54738239515619E-02	8.00846038162154E-02	0.124891217980249	3	2
27327850	2008	2	4	1	2.71463808381417E-02	0.119476848932529	2.61027280559655E-02	3	2
27327850	2010	2	4	1	-6.85943843684498E-04	-2.03802983266142E-02	2.31212146595333E-02	3	2
25510851	2009	2	4	1	0.126312219620003	0.229273527180367	0.191370210290084	0	0
25510851	2008	2	4	1	0.151618974042593	0.182641910804938	0.258566063027423	0	0
25510851	2010	2	4	1	0.130027286885712	0.17718037060531	0.179682858547219	0	0
48244716	2008	1	4	1	0.117472460508124	0.104345381092709	0.139548830932114	3	3
48244716	2009	1	4	1	8.10586045310206E-02	0.133349805007202	0.14067675462853	3	3
48244716	2010	1	4	1	0.122887770038546	0.131400108816113	0.183760768707835	3	3
18055290	2010	2	3	1	8.09576805638787E-02	0.106697485945838	8.19269305497352E-02	0	0
18055290	2009	2	3	1	2.84721443784329E-02	5.03306804169936E-02	2.62549671559484E-02	0	0
18055290	2008	2	3	1	3.77653804432047E-02	6.09948860994886E-02	3.73808433584482E-02	0	0
26783827	2010	2	3	2	7.33284861028713E-02	9.25092446795698E-02	0.15112582781457	1	4
26783827	2008	2	3	2	-1.33326248758496E-02	1.87931971732546E-02	-3.62131875849224E-02	1	4
26783827	2009	2	3	2	4.40156552979384E-03	3.25160696795581E-03	1.86155439792227E-02	1	4
45196940	2009	2	3	1	0.161386699290276	0.205530075780442	0.152008981387786	0	0
45196940	2010	2	3	1	0.145858650831027	0.180174819953825	0.133534379603948	0	0
45196940	2008	2	3	1	0.188003905861454	0.24280364640466	0.205078926706255	0	0
65138708	2010	2	3	3	0.227767360137021	1.65295967634769E-02	0.357058400760439	1	4
65138708	2009	2	3	3	-4.64750243219294E-03	-5.31426411446489E-02	1.30390011584503E-02	1	4
65138708	2008	2	3	3	-1.04556409369823E-02	1.67414112534899E-02	-2.08305898408974E-02	1	4
48399108	2009	1	4	1	-0.180311787233913	-0.193207253775857	-3.12099247281851	0	0
48399108	2010	1	4	1	-1.17338663543917E-02	3.12174012531379E-02	-0.707571982281285	0	0
48399108	2008	1	4	1	-2.81808386260474E-02	2.29307421821305E-02	-0.237978001518826	0	0
49455842	2010	2	4	2	2.25200007982464E-02	2.79470258495285E-02	3.23401425989863E-02	3	3
49455842	2009	2	4	2	2.29150525837326E-02	3.00931323614271E-02	2.99073738402549E-02	3	3
49455842	2008	2	4	2	3.04177284764903E-02	3.81910848857334E-02	3.97004739261404E-02	3	3
49454544	2008	2	4	2	1.04885721768314E-02	1.17631082903045E-02	0.012764510023801	0	0
49454544	2009	2	4	2	-4.95406550230201E-04	6.8406339996761E-03	6.6469901170472E-04	0	0
49454544	2010	2	4	2	8.25113808801214E-03	9.6203378324415E-03	1.13499480415811E-02	0	0
47674652	2008	2	3	1	4.77555018230985E-03	7.79409759484224E-03	4.94170344173911E-03	3	4
47674652	2009	2	3	1	4.70185831098371E-03	3.73706914520871E-03	5.02327399269642E-03	3	4
47674652	2010	2	3	1	5.05600331236927E-03	5.63691721218438E-03	4.79920027013463E-03	3	4
61974595	2009	2	3	2	5.98114959789761E-02	8.45304194906044E-02	0.202830188679245	0	0
61974595	2010	2	3	2	1.92487385535414E-02	5.04068908105537E-02	3.62079199525142E-02	0	0
61974595	2008	2	3	2	3.17795317856315E-02	5.10912395847312E-02	0.144512534818942	0	0
00030732	2008	1	3	1	0.078192155147713	7.35624557011657E-02	9.29896522792952E-02	0	0
00030732	2009	1	3	1	4.21587527372775E-02	2.27778921559453E-02	4.36243209758887E-02	0	0
00030732	2010	1	3	1	9.80648345745685E-03	1.09170622650001E-02	1.65921914870677E-02	0	0
41031709	2008	2	3	3	1.3023263122951E-03	-3.06802936225297E-02	1.41039222944082E-03	0	0
41031709	2010	2	3	3	0.119561400191259	7.77625898891884E-02	0.132368719443056	0	0
41031709	2009	2	3	3	3.53981966671387E-02	4.49473634518246E-02	2.77195315296885E-02	0	0
26491826	2008	2	4	1	1.65654997337579E-02	1.76935154667289E-02	5.73604296166702E-02	2	2
26491826	2010	2	4	1	0.047666827820347	4.74223964002409E-02	0.119786092751048	2	2
26491826	2009	2	4	1	0.07952706679835	9.35548497583478E-02	0.183210438792772	2	2
49611119	2010	2	3	1	7.80930189876195E-02	6.81862614059377E-02	0.130658877335906	0	0
49611119	2009	2	3	1	-8.46631066083021E-02	-0.100845326411164	-0.158798376184032	0	0
49611119	2008	2	3	1	-3.73520145588322E-02	3.98176232315128E-02	-6.76199469400603E-02	0	0
63490765	2008	2	3	1	0.142918416406492	0.163526278515356	0.173435508753102	0	0
63490765	2009	2	3	1	-3.53797037734862E-02	3.83105668079761E-03	-5.91333748554142E-02	0	0
63490765	2010	2	3	1	0.202635327635328	0.251490450564525	0.27442712473646	0	0
00011380	2008	1	4	1	0.104337142165827	9.65444356972408E-02	0.294845184263063	2	3
00011380	2010	1	4	1	3.87786987262665E-02	5.02714297063263E-02	0.103126386048119	2	3
00011380	2009	1	4	1	4.41470823649672E-02	4.83473967424323E-02	0.126045725945376	2	3
00135143	2008	1	4	1	6.76864762420468E-03	8.06674442884668E-04	1.17806621940426E-02	0	0
00135143	2009	1	4	1	-1.02692212319377E-02	-4.00440197310042E-03	-0.010218457203674	0	0
00135143	2010	1	4	1	6.79257600144068E-03	2.88360890069445E-02	5.42535782326218E-03	0	0
25508598	2010	1	4	1	-3.06270096463023E-02	-2.02222843562142E-02	-4.65100367364554E-02	2	2
25508598	2009	1	4	1	-0.030017865895113	-1.36761055510759E-02	-4.61250528264676E-02	2	2
25508598	2008	1	4	1	-7.68891220165158E-02	-0.068539522298562	-9.73748781553561E-02	2	2
25317300	2010	2	3	2	9.40954126338698E-02	0.130462172842334	0.151424824132586	2	5
25317300	2008	2	3	2	6.71589625938738E-02	0.104260391088488	0.166932809237194	2	5
25317300	2009	2	3	2	5.39997539874534E-02	0.079598726201703	0.144078687228153	2	5
46972315	2008	2	3	1	2.38271910297634E-02	9.08566246186825E-02	3.90748276721203E-02	0	0
46972315	2009	2	3	1	4.66009982773091E-03	7.73444056716286E-02	7.57388655635136E-03	0	0
46972315	2010	2	3	1	7.49255876013548E-02	0.125218105306374	0.104764504054897	0	0
47908319	2009	2	4	1	-1.81398851787236E-02	-1.54519312695257E-02	-2.40063627684083E-02	3	4
47908319	2010	2	4	1	-0.220534506974004	-0.220060702369177	-0.3202509108699	3	4
47908319	2008	2	4	1	-1.38516996129434E-02	-1.41672231551058E-02	-2.08374987199056E-02	3	4
